model_name,stimuli_name,stimuli_shape,neural_response_shape,time_a,time_b,layer_name,ceiling_score,brain_score,brain_score_std
levit_192.fb_dist_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.1.blocks.0.attn.proj.ln.linear,0.7519179283171428,0.5251182514416148,0.3613989854579146
levit_256.fb_dist_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.1.blocks.0.attn.proj.ln.linear,0.7519179283171428,0.5062718748084103,0.3555491281209093
levit_384.fb_dist_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.1.blocks.1.attn.proj.ln,0.7519179283171428,0.479976346765922,0.3453888498215724
maxvit_rmlp_base_rw_224.sw_in12k_ft_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.2.blocks.3.conv,0.7519179283171428,0.5305511914697704,0.3471562338140182
maxxvitv2_rmlp_base_rw_384.sw_in12k_ft_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.2.blocks.2.attn_grid.ls1,0.7519179283171428,0.4822200431491044,0.3435480339406994
maxvit_rmlp_small_rw_224.sw_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.2.blocks.2.conv.down,0.7519179283171428,0.4687576723822965,0.3452358851587592
maxvit_small_tf_224.in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.2.blocks.2.conv.shortcut,0.7519179283171428,0.4591485356185854,0.3441669589573011
maxvit_tiny_rw_224.sw_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.2.blocks.2.conv.shortcut,0.7519179283171428,0.4576222634614226,0.3532825899146281
maxvit_tiny_tf_224.in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.2.blocks.4.conv.down,0.7519179283171428,0.4879748657856809,0.3073336984496903
mixnet_l.ft_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.5.0.conv_dw,0.7519179283171428,0.4874873816159716,0.3691815889950076
mixnet_m.ft_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.4.1.conv_dw,0.7519179283171428,0.482461882339688,0.3891590888464544
mixnet_s.ft_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.4.1.conv_dw,0.7519179283171428,0.5037361981028811,0.3272072037132726
mixnet_xl.ra_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.5.4.conv_dw.2,0.7519179283171428,0.5190949832827516,0.3785703652752969
mobilenetv2_050.lamb_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.6.0.conv_pw,0.7519179283171428,0.4915540663862199,0.3507694348809412
mobilenetv2_100.ra_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.6.0.conv_pw,0.7519179283171428,0.4365229992881688,0.3648678836757641
mobilenetv2_110d.ra_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.4.3.bn1.drop,0.7519179283171428,0.4126229226341361,0.349932561048871
mobilenetv2_120d.ra_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.5.0.bn1,0.7519179283171428,0.4310733744348135,0.2874713916016131
mobilenetv2_140.ra_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.5.0.bn2.drop,0.7519179283171428,0.4497359852505426,0.3548589906955661
mobilenetv3_large_100.miil_in21k_ft_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.5.1.bn1.drop,0.7519179283171428,0.3813849151782925,0.2685344296036824
mobilenetv3_large_100.ra_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.5.1.bn1.drop,0.7519179283171428,0.41284752728823,0.2830457738816704
mobilenetv3_rw.rmsp_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.5.2.conv_pwl,0.7519179283171428,0.3489708582579816,0.3940320724819893
mobilenetv3_small_075.lamb_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.4.1,0.7519179283171428,0.3972284110332637,0.3495282444282698
mobilenetv3_small_100.lamb_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.4,0.7519179283171428,0.4888714152432954,0.3338639285344048
mvitv2_base.fb_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.2.blocks.9.norm2,0.7519179283171428,0.4848171757501583,0.3600208052309127
